Size,Speed,Color,Diet,Habitat,Aggression,TimeStep,SpeciesID,SpeciesName
5.17596612388851,0.19475456043825762,45.32681549748057,Herbivore,Plains,5.889688342954434,0,0,Medium Slow Dark Predator of the Wetlands
4.870807746536062,4.094815317599876,43.352986321858616,Herbivore,Forest,1.8382745123316837,0,1,Medium Steady Dark Predator of the Wetlands
4.327506743954882,1.3251229822026374,54.829337916778506,Herbivore,Desert,7.827112162480486,0,2,Medium Slow Dark Predator of the Wetlands
9.014150017634735,4.272312598290121,1.0467721501269478,Herbivore,Desert,3.129817058741708,0,3,Giant Steady Dark Predator of the Wetlands
7.207141590223052,7.804117434459183,177.68005264054204,Carnivore,Plains,6.387206026159709,0,4,Giant Swift Bright Predator of the Wetlands
1.0816862668151082,4.2745209043765895,200.91249223329777,Herbivore,Ocean,0.7008443024765175,0,5,Tiny Steady Bright Predator of the Wetlands
9.836941878311894,7.718998625756167,98.51096965334091,Carnivore,Ocean,5.874090668440989,0,6,Giant Swift Muted Predator of the Wetlands
3.087081363922108,8.941255085271681,143.57532925717223,Carnivore,Forest,0.9468152719786572,0,7,Tiny Swift Muted Predator of the Wetlands
3.643331078342388,5.382804238242372,4.960619061829776,Carnivore,Ocean,9.059459199766014,0,8,Tiny Steady Dark Predator of the Wetlands
0.08049593228382584,5.5955580152814495,10.488444095062645,Carnivore,Mountain,9.523565090494177,0,9,Tiny Steady Dark Predator of the Wetlands
7.8135586700511395,8.70174144786073,89.2160243532189,Herbivore,Mountain,8.170095353078503,0,10,Giant Swift Muted Predator of the Wetlands
8.596994358473538,7.417772556558317,80.80863215012806,Carnivore,Plains,5.0712910975245915,0,11,Giant Swift Dark Predator of the Wetlands
5.799768397545704,4.058358608924974,110.50653454258847,Herbivore,Mountain,7.062047763116925,0,12,Medium Steady Muted Predator of the Wetlands
1.451767770335683,7.790967654267116,240.0088285832439,Herbivore,Ocean,4.749333358906512,0,13,Tiny Swift Bright Predator of the Wetlands
7.855671384389676,5.875408139701392,118.61086211476866,Herbivore,Desert,7.72939259559904,0,14,Giant Steady Muted Predator of the Wetlands
8.858946074599274,0.40546314265393485,178.3607569331933,Herbivore,Plains,4.8388634594780795,0,15,Giant Slow Bright Predator of the Wetlands
6.722804980220374,3.1569416050279595,199.8339143898354,Carnivore,Plains,4.97911766560794,0,16,Medium Slow Bright Predator of the Wetlands
0.2834369015979723,2.0795148575268394,171.9371699980923,Herbivore,Plains,5.076905907781759,0,17,Tiny Slow Bright Predator of the Wetlands
0.12855614757593933,4.4417603333795945,9.524354346175366,Herbivore,Mountain,8.776156940807747,0,18,Tiny Steady Dark Predator of the Wetlands
9.457362190452006,7.3622918365067855,73.28994885512726,Herbivore,Forest,8.585311658653922,0,19,Giant Swift Dark Predator of the Wetlands
9.27119633594009,1.129490433975585,182.72234329092828,Herbivore,Forest,4.907501820281127,0,20,Giant Slow Bright Predator of the Wetlands
2.819269035375074,5.131530057287918,152.20968571871717,Herbivore,Ocean,0.7414100241599586,0,21,Tiny Steady Muted Predator of the Wetlands
9.966698421473282,3.57420525177558,181.45439215129002,Herbivore,Forest,6.787266340786441,0,22,Giant Slow Bright Predator of the Wetlands
2.4611367667263333,1.8089778231415428,64.92740530730774,Carnivore,Desert,6.311418611011974,0,23,Tiny Slow Dark Predator of the Wetlands
8.70373816609149,5.698782892985709,200.2936867393016,Carnivore,Ocean,5.635774235607605,0,24,Giant Steady Bright Predator of the Wetlands
6.1157691160156,0.9450821265146758,237.8925337532658,Herbivore,Desert,8.355093202275826,0,25,Medium Slow Bright Predator of the Wetlands
0.8115876526736572,2.5855732895781216,105.56179190370914,Carnivore,Forest,5.796816987698622,0,26,Tiny Slow Muted Predator of the Wetlands
4.90041764791405,4.607572597030283,175.33980137679157,Herbivore,Mountain,5.583350217445222,0,27,Medium Steady Bright Predator of the Wetlands
6.9248225240463,4.535481715838396,184.29790697005652,Carnivore,Mountain,2.8326534489665858,0,28,Medium Steady Bright Predator of the Wetlands
4.457968589885303,0.906530555817239,44.88558177134719,Carnivore,Ocean,9.300501485732251,0,29,Medium Slow Dark Predator of the Wetlands
4.226078727776528,5.166687083525302,233.42311021676232,Herbivore,Desert,9.06533838782957,0,30,Medium Steady Bright Predator of the Wetlands
0.16178477533635005,4.305003165836218,150.3386589955971,Carnivore,Forest,0.012264304297368939,0,31,Tiny Steady Muted Predator of the Wetlands
3.5592428661721427,3.0419428881064183,41.46141478125148,Carnivore,Plains,5.4566057016567635,0,32,Tiny Slow Dark Predator of the Wetlands
9.128425989299668,3.5193112396512327,181.91835025774944,Herbivore,Desert,7.511142133951723,0,33,Giant Slow Bright Predator of the Wetlands
2.588887924657186,9.984697905478187,18.56641206712114,Herbivore,Forest,1.8327025247850033,0,34,Tiny Swift Dark Predator of the Wetlands
1.9872028091570102,9.68773770141414,239.5289289687316,Carnivore,Forest,7.383360766691358,0,35,Tiny Swift Bright Predator of the Wetlands
6.9465623485989205,9.883088840715613,102.04674238867648,Herbivore,Forest,5.867484213210266,0,36,Medium Swift Muted Predator of the Wetlands
5.148859144758309,1.02854598392545,167.7189427263691,Herbivore,Plains,9.437996555391091,0,37,Medium Slow Muted Predator of the Wetlands
6.438640158833952,2.480954645211636,43.00376837208239,Carnivore,Desert,2.839488665705694,0,38,Medium Slow Dark Predator of the Wetlands
3.6972202413376407,3.356784842897993,231.59939964878637,Herbivore,Forest,8.0000330920625,0,39,Tiny Slow Bright Predator of the Wetlands
2.492877874803592,9.589884750711512,170.586220562993,Herbivore,Mountain,7.641068182292362,0,40,Tiny Swift Bright Predator of the Wetlands
8.157968351295775,3.9082369444316485,99.1326946083494,Herbivore,Forest,3.9722255417550723,0,41,Giant Slow Muted Predator of the Wetlands
1.5275463936170364,5.912352946993963,147.39314380860807,Carnivore,Ocean,6.07065518282973,0,42,Tiny Steady Muted Predator of the Wetlands
3.5235030970468157,3.697538891443418,247.53406857029614,Herbivore,Mountain,4.6438283949124,0,43,Tiny Slow Bright Predator of the Wetlands
2.601907527457126,3.2444978607345463,7.694087649462543,Carnivore,Desert,1.8373209326974185,0,44,Tiny Slow Dark Predator of the Wetlands
2.2465052491370523,4.672542217054319,152.84029218333202,Carnivore,Forest,8.804008688710852,0,45,Tiny Steady Muted Predator of the Wetlands
3.931815587654751,7.21329469379151,59.75170238567537,Herbivore,Desert,9.257007944630065,0,46,Tiny Swift Dark Predator of the Wetlands
1.740771258690892,8.906629158612699,202.59446332246284,Carnivore,Desert,7.862452681889984,0,47,Tiny Swift Bright Predator of the Wetlands
8.279996959642682,1.7265121347346857,207.63229505456334,Carnivore,Mountain,3.086993302275109,0,48,Giant Slow Bright Predator of the Wetlands
8.92731296819998,0.7453810943274487,97.07714142727035,Carnivore,Desert,3.4779672332415568,0,49,Giant Slow Muted Predator of the Wetlands
1.5016292624070031,9.331886737279685,57.55914145737806,Herbivore,Ocean,0.9860441165062727,0,50,Tiny Swift Dark Predator of the Wetlands
8.651840205941747,6.762067004023131,77.95416351360002,Carnivore,Plains,3.5712244499861483,0,51,Giant Steady Dark Predator of the Wetlands
7.855495437826139,3.2423774846619375,68.2452837470864,Carnivore,Desert,8.751228150485549,0,52,Giant Slow Dark Predator of the Wetlands
7.956992646673207,9.441429820213488,171.04212085658668,Herbivore,Mountain,4.120625809471713,0,53,Giant Swift Bright Predator of the Wetlands
8.65895985186751,4.604217038700839,135.23572981851913,Herbivore,Forest,1.8276926803649534,0,54,Giant Steady Muted Predator of the Wetlands
1.6288528419535881,6.148700146117168,166.45712989262452,Herbivore,Mountain,1.8593320275603495,0,55,Tiny Steady Muted Predator of the Wetlands
6.562190641874304,4.009607668525852,170.82580480341124,Carnivore,Desert,6.6510072174762795,0,56,Medium Steady Bright Predator of the Wetlands
4.733057230578857,2.8980673640963532,81.84535570509942,Carnivore,Mountain,2.7754807796611383,0,57,Medium Slow Dark Predator of the Wetlands
4.458288039568039,5.614230555557797,193.95232865468097,Herbivore,Mountain,6.9925276354968275,0,58,Medium Steady Bright Predator of the Wetlands
2.0958828767930595,7.932715864342989,241.8954123454625,Herbivore,Ocean,1.656397633861577,0,59,Tiny Swift Bright Predator of the Wetlands
5.5600911880544635,5.599897723062937,131.0311748839137,Carnivore,Ocean,0.05610334710103764,0,60,Medium Steady Muted Predator of the Wetlands
0.16714742000439803,1.7514837442527122,225.05543949179554,Carnivore,Ocean,2.499659031415675,0,61,Tiny Slow Bright Predator of the Wetlands
4.816635595252065,4.999724239431135,114.41382946720184,Herbivore,Plains,0.09185465446568139,0,62,Medium Steady Muted Predator of the Wetlands
